pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist
"HD 4732 b","HD 4732",2,,1.98600000,"K0 IV",54.78410000
"HD 4732 c","HD 4732",2,,3.36500000,"K0 IV",54.78410000
"HD 37605 c","HD 37605",1,,3.19000000,"K0",46.78640000
"HD 40307 f","HD 40307",1,,0.01640000,"K2.5 V",12.93630000
"HD 40307 g","HD 40307",1,,0.02230000,"K2.5 V",12.93630000
"HD 66141 b","HD 66141",1,,6.00000000,"K2 III",68.15090000
"HD 208527 b","HD 208527",1,,9.90000000,"M1 III",312.20200000
"HD 220074 b","HD 220074",1,,16.64000000,,324.54000000
"WASP-52 b","WASP-52",1,14.24000000,0.46000000,"K2 V",174.81800000
"WASP-58 b","WASP-58",2,16.02887000,0.97000000,,290.40400000
"WASP-59 b","WASP-59",1,8.68700000,0.86300000,"K5 V",115.93600000
"WASP-60 b","WASP-60",1,9.86392000,0.55000000,,431.05200000
"WASP-77 A b","WASP-77 A",2,,1.66540000,,105.16600000
"GJ 676 A d","GJ 676 A",2,,0.01200000,,16.02720000
"GJ 676 A e","GJ 676 A",2,,0.02100000,,16.02720000
"kap And b","kap And",1,15.91675259,17.30000000,"B9 IVn",50.01770000
"BD-06 1339 b","BD-06 1339",1,,0.02700000,"K7/M0 V",20.26950000
"BD-06 1339 c","BD-06 1339",1,,0.17000000,"K7/M0 V",20.26950000
"HD 103774 b","HD 103774",2,,0.36700000,"F5 V",56.40890000
"HD 109271 b","HD 109271",1,,0.05400000,"G5 V",55.87160000
"HD 109271 c","HD 109271",1,,0.07600000,"G5 V",55.87160000
"MOA-2010-BLG-073L b","MOA-2010-BLG-073L",1,,11.00000000,,2800.00000000
"HD 219077 b","HD 219077",1,,9.62000000,,29.18640000
"OGLE-2012-BLG-0026L b","OGLE-2012-BLG-0026L",1,,0.14500000,,4019.00000000
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L",1,,0.86000000,,4019.00000000
"Kepler-68 d","Kepler-68",2,,0.74900000,,144.16600000
"WASP-64 b","WASP-64",2,14.24700000,1.27100000,"G7",369.92600000
"WASP-72 b","WASP-72",1,14.45961000,2.30000000,,434.75400000
"WASP-80 b","WASP-80",1,11.19779100,0.53800000,,49.78760000
"WASP-71 b","WASP-71",1,13.22662000,1.39000000,,362.71500000
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L",1,,0.53000000,"M",2570.00000000
"HD 159868 c","HD 159868",1,,0.76800000,,55.85030000
"PH1 b","PH1",4,6.18000000,0.53100000,"F",1033.16000000
"HD 222155 b","HD 222155",1,,2.12000000,,50.60780000
"HD 24040 b","HD 24040",1,,3.86000000,,46.62240000
"ome Ser b","ome Ser",2,,0.73600000,"G8 III",76.75560000
"HD 2952 b","HD 2952",1,,0.89600000,"K0 III",110.10300000
"HD 120084 b","HD 120084",1,,6.40000000,"G7 III",103.04400000
"Kepler-19 c","Kepler-19",1,,0.04121700,,218.56200000
"BD+15 2940 b","BD+15 2940",1,,1.11000000,"K0",426.42000000
"HD 233604 b","HD 233604",1,,6.57500000,"K5",847.05800000
"HD 95086 b","HD 95086",1,,5.00000000,,86.22790000
"KELT-3 b","KELT-3",2,17.48604000,1.94000000,,210.25200000
"Kepler-116 b","Kepler-116",1,3.42000000,,,955.16800000
"GJ 163 b","GJ 163",1,,0.03335116,,15.12850000
"GJ 163 c","GJ 163",1,,0.02139509,,15.12850000
"GJ 163 d","GJ 163",1,,0.09250228,,15.12850000
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",1,,28.50000000,"L1.5",
"HIP 63242 b","HIP 63242",1,,9.18000000,"G8",156.45600000
"GJ 667 C e","GJ 667 C",3,,0.00800000,"M1.5 V",7.24396000
"GJ 667 C f","GJ 667 C",3,,0.00800000,"M1.5 V",7.24396000
"GJ 667 C g","GJ 667 C",3,,0.01400000,"M1.5 V",7.24396000
"GJ 504 b","GJ 504",1,,4.00000000,"G0 V",17.52990000
"Kepler-78 b","Kepler-78",2,1.20100000,0.00528587,,124.37600000
"GJ 328 b","GJ 328",1,,2.51000000,"M0.0",20.52660000
"HD 203030 b","HD 203030",1,14.45958510,11.00000000,"G8 V",39.25030000
"CHXR 73 b","CHXR 73",1,,12.56900000,"M3.5",190.37400000
"DH Tau b","DH Tau",1,,11.00000000,"M0.5",134.84600000
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",1,,10.50000000,,
"2MASS J01225093-2439505 b","2MASS J01225093-2439505",1,,24.50000000,"M3.5 V",33.82810000
"WD 0806-661 b","WD 0806-661",1,12.10569916,7.00000000,,19.24440000
"POTS-1 b","POTS-1",1,10.54800000,2.31000000,"K5 V",747.95900000
"HATS-2 b","HATS-2",1,12.57647635,1.37000000,,341.92500000
"HATS-3 b","HATS-3",1,15.48000000,1.07100000,"F",411.21100000
"PSR J1719-1438 b","PSR J1719-1438",1,,1.20000000,,1200.00000000
"RR Cae b","RR Cae",2,,4.20000000,"M",21.19160000
"WASP-65 b","WASP-65",1,12.46400000,1.55000000,"G6",273.70300000
"WASP-75 b","WASP-75",2,14.23500000,1.07000000,"F9",294.00100000
"HD 113337 b","HD 113337",3,,3.25900000,,36.18000000
"MOA-2011-BLG-293L b","MOA-2011-BLG-293L",1,,4.80000000,,7720.00000000
"HAT-P-42 b","HAT-P-42",1,14.34800000,1.04400000,,405.23800000
"HAT-P-43 b","HAT-P-43",1,13.63000000,,,528.82500000
"OGLE-2012-BLG-0358L b","OGLE-2012-BLG-0358L",1,,1.85000000,,1760.00000000
"ROXs 42 B b","ROXs 42 B",2,,9.00000000,"M0",143.59000000
"WISEP J121756.91+162640.2 A b","WISEP J121756.91+162640.2 A",1,10.46800000,22.00000000,"T8.5",
"MOA-2008-BLG-379L b","MOA-2008-BLG-379L",1,,4.10000000,"K",3300.00000000
"HD 13908 b","HD 13908",1,,0.86500000,"F8 V",79.55150000
"HD 13908 c","HD 13908",1,,5.13000000,"F8 V",79.55150000
"HD 159243 b","HD 159243",1,,1.13000000,"G0 V",73.30550000
"HD 159243 c","HD 159243",1,,1.90000000,"G0 V",73.30550000
"HIP 91258 b","HIP 91258",1,,1.09000000,,45.88460000
"ROXs 12 b","ROXs 12",2,,16.00000000,"M0",136.65000000
"HD 106906 b","HD 106906",1,,11.00000000,"F5 V",103.02900000
"OGLE-2012-BLG-0406L b","OGLE-2012-BLG-0406L",1,,2.73000000,,4970.00000000
"Kepler-93 c","Kepler-93",1,,3.00000000,,95.91150000
"Kepler-94 c","Kepler-94",1,,9.83600000,,191.90400000
"Kepler-48 e","Kepler-48",1,,2.06700000,,306.73800000
"Kepler-25 d","Kepler-25",2,,0.22600000,,243.24900000
"KOI-142 c","KOI-142",1,,0.67400000,,376.86300000
"Kepler-97 c","Kepler-97",1,,1.08000000,,400.90700000
"Kepler-407 c","Kepler-407",1,,12.60000000,,338.36800000
"MOA-2011-BLG-322L b","MOA-2011-BLG-322L",1,,11.60000000,,7560.00000000
"CoRoT-27 b","CoRoT-27",1,11.28700000,10.39000000,"G2",1010.28000000
"WASP-103 b","WASP-103",1,17.12700000,1.49000000,"F8 V",375.64700000
"KELT-6 b","KELT-6",1,14.57170000,0.52000000,,240.72600000
"NGC 2682 YBP 1194 b","NGC 2682 YBP 1194",1,,0.32000000,"G5 V",872.92000000
"NGC 2682 YBP 1514 b","NGC 2682 YBP 1514",1,,0.40000000,"G5 V",914.22100000
"HD 154857 c","HD 154857",1,,2.58000000,"G5 V",63.44820000
"UZ For b","UZ For",2,,6.30000000,,
"UZ For c","UZ For",2,,7.70000000,,
"Kepler-413 b","Kepler-413",2,4.34700000,0.21100000,,847.53600000
"HAT-P-49 b","HAT-P-49",1,17.82231000,2.20000000,,350.35100000
"WTS-2 b","WTS-2",1,15.27786700,1.12000000,"K2 V",
"HD 4203 c","HD 4203",1,,2.17000000,,81.37950000
"WASP-8 c","WASP-8",2,,9.45000000,,89.96060000
"WASP-68 b","WASP-68",2,14.79588000,1.08000000,,226.39900000
"WASP-73 b","WASP-73",1,15.91678000,2.86000000,,316.67800000
"WASP-88 b","WASP-88",1,16.36514000,0.42000000,,523.75600000
"WASP-95 b","WASP-95",1,13.78707000,1.44000000,,137.54400000
"WASP-96 b","WASP-96",1,13.45000000,0.48000000,"G8",352.46400000
"WASP-97 b","WASP-97",1,12.77826000,1.36000000,,151.06800000
"WASP-98 b","WASP-98",2,12.82309600,0.92200000,,281.74200000
"WASP-99 b","WASP-99",1,11.43318000,2.43000000,,158.66000000
"WASP-100 b","WASP-100",2,14.90797000,1.26000000,,364.41100000
"WASP-101 b","WASP-101",1,16.02887000,0.51000000,,201.22400000
"CoRoT-25 b","CoRoT-25",1,12.11000000,0.27000000,"F9",1103.48000000
"CoRoT-26 b","CoRoT-26",1,14.12000000,0.52000000,"G5",1045.18000000
"MOA-bin-1L b","MOA-bin-1L",1,,3.70000000,,5100.00000000
"HAT-P-44 b","HAT-P-44",1,13.92200000,0.35200000,,347.85000000
"HAT-P-45 b","HAT-P-45",1,15.98400000,0.89200000,,298.64000000
"HAT-P-46 b","HAT-P-46",1,14.39200000,0.49300000,,290.73600000
"HAT-P-44 c","HAT-P-44",1,,4.00000000,,347.85000000
"HD 285507 b","HD 285507",1,,0.98000000,,45.02930000
"GU Psc b","GU Psc",1,14.17900000,11.30000000,"M3",47.55010000
"HATS-5 b","HATS-5",1,10.22300000,0.23700000,"G",246.38400000
"bet Cnc b","bet Cnc",2,,7.80000000,"K4 III",89.04720000
"mu Leo b","mu Leo",1,,2.40000000,"K2 III",32.60810000
"bet UMi b","bet UMi",1,,6.10000000,"K4 III",38.77472000
"GJ 687 b","GJ 687",1,,0.05411698,,4.54939000
"Kapteyn c","Kapteyn",1,,0.02200000,,3.93305000
"HIP 105854 b","HIP 105854",1,,8.20000000,"K2 III",78.63810000
"CoRoT-24 b","CoRoT-24",1,3.70000000,0.01800000,"K1 V",591.55500000
"CoRoT-24 c","CoRoT-24",1,5.00000000,0.08800000,"K1 V",591.55500000
"OGLE-2008-BLG-355L b","OGLE-2008-BLG-355L",1,,4.60000000,,6800.00000000
"Kepler-419 c","Kepler-419",1,,7.30000000,,1011.36000000
"HATS-4 b","HATS-4",1,11.43300000,1.32300000,"G",416.45900000
"OGLE-2013-BLG-0341L B b","OGLE-2013-BLG-0341L B",2,,0.00522000,,911.00000000
"XO-2 S b","XO-2 S",2,,0.26000000,"G8 V",151.39800000
"XO-2 S c","XO-2 S",2,,1.38000000,"G8 V",151.39800000
"HD 150706 b","HD 150706",1,,2.71000000,"G0 V",28.26970000
"CoRoT-22 b","CoRoT-22",1,4.88000000,0.03800000,"G3 V",627.15800000
"Kepler-412 b","Kepler-412",1,15.03126900,0.94100000,,1086.24000000
"WASP-117 b","WASP-117",1,11.88154000,0.30000000,,157.96300000
"GJ 15 A b","GJ 15 A",2,,0.00953340,"M1",3.56228000
"WASP-104 b","WASP-104",2,12.74500000,1.27200000,"G8",185.93200000
"WASP-106 b","WASP-106",1,12.10569916,1.93000000,,352.18100000
"HD 14067 b","HD 14067",1,,15.30000000,"G9 III",142.02400000
"HIP 67851 b","HIP 67851",1,,1.15000000,"K0 III",64.11810000
"HIP 67851 c","HIP 67851",1,,4.97000000,"K0 III",64.11810000
"HIP 97233 b","HIP 97233",1,,19.18700000,,102.27500000
"WASP-94 A b","WASP-94 A",2,17.71022000,0.50000000,,211.21100000
"WASP-94 B b","WASP-94 B",2,,0.61800000,"F9",208.69600000
"KIC 10001893 b","KIC 10001893",1,,,,1672.94000000
"KIC 10001893 c","KIC 10001893",1,,,,1672.94000000
"KIC 10001893 d","KIC 10001893",1,,,,1672.94000000
"Kepler-424 c","Kepler-424",1,,6.97000000,,698.64600000
"WASP-69 b","WASP-69",1,11.21000000,0.26000000,"K",49.96050000
"WASP-70 A b","WASP-70 A",2,13.04700000,0.59000000,"G4",222.35500000
"WASP-84 b","WASP-84",1,10.72000000,0.69200000,"K0",100.58800000
"TYC 1422-614-1 b","TYC 1422-614-1",1,,2.50000000,,672.41000000
"TYC 1422-614-1 c","TYC 1422-614-1",1,,10.00000000,,672.41000000
"OGLE-2008-BLG-092L b","OGLE-2008-BLG-092L",2,,0.18000000,,8100.00000000
"Kepler-289 d","Kepler-289",1,3.03000000,0.01677006,,704.43800000
"HD 5319 c","HD 5319",1,,1.05300000,,121.40500000
"HD 10442 b","HD 10442",1,,1.48700000,,135.37400000
"HD 75784 b","HD 75784",1,,1.00000000,,85.43210000
"GJ 3293 b","GJ 3293",1,,0.07406475,"M2.5",20.19030000
"GJ 3293 c","GJ 3293",1,,0.06635623,"M2.5",20.19030000
"GJ 3341 b","GJ 3341",1,,0.02080000,"M2.5",23.61900000
"HIP 116454 b","HIP 116454",2,2.46900000,0.03051961,,62.44910000
"HD 564 b","HD 564",1,,0.33000000,"G2/G3 V",51.16590000
"HD 30669 b","HD 30669",1,,0.47000000,"G9 V",58.08440000
"Kepler-755 b","Kepler-755",2,1.76000000,,,399.03400000
"HD 108341 b","HD 108341",2,,3.50000000,"K2 V",48.91020000
"HD 103720 b","HD 103720",1,,0.62000000,"K3 V",45.53520000
"BD-11 4672 b","BD-11 4672",1,,0.65000000,,27.16650000
"OGLE-2013-BLG-0102L b","OGLE-2013-BLG-0102L",1,,13.00000000,,3040.00000000
"BD+49 828 b","BD+49 828",1,,1.60000000,"K0",442.04200000
"HD 145934 b","HD 145934",1,,2.07200000,,227.88100000
"Kepler-445 d","Kepler-445",1,1.25000000,,"M4",127.20100000
"HD 95127 b","HD 95127",1,,10.63000000,,676.57900000
"HD 216536 b","HD 216536",1,,1.05000000,,376.23300000
"OGLE-2014-BLG-0124L b","OGLE-2014-BLG-0124L",1,,0.65000000,,3500.00000000
"Kepler-1734 b","Kepler-1734",1,3.08851092,,,1482.83000000
"WASP-82 b","WASP-82",1,18.15858000,1.17000000,,275.66400000
"K2-3 b","K2-3",1,2.07800000,0.01607786,"M V",44.07270000
"K2-3 c","K2-3",1,1.58200000,0.00843222,"M V",44.07270000
"K2-3 d","K2-3",1,1.45800000,0.00692197,"M V",44.07270000
"OGLE-2011-BLG-0265L b","OGLE-2011-BLG-0265L",1,,0.88000000,,4380.00000000
"WASP-20 b","WASP-20",2,15.46839337,,,211.87700000
"HD 1605 b","HD 1605",1,,0.93400000,"K1 IV",88.80470000
"HD 1605 c","HD 1605",1,,3.62000000,"K1 IV",88.80470000
"HD 1666 b","HD 1666",1,,6.43000000,"F7 V",117.90800000
"HD 67087 b","HD 67087",1,,3.06000000,"F8 V",76.52170000
"Kepler-265 c","Kepler-265",1,2.63000000,,,1280.25000000
"HD 67087 c","HD 67087",1,,4.85000000,"F8 V",76.52170000
"CoRoT-28 b","CoRoT-28",1,10.70459500,0.48400000,"G8/9 IV",766.18300000
"CoRoT-29 b","CoRoT-29",1,10.08810000,0.85000000,"K0 V",806.50700000
"HAT-P-54 b","HAT-P-54",1,10.58129600,0.76000000,,143.65100000
"HD 100546 b","HD 100546",1,77.34210000,8.50000000,"B9 Vne",109.67700000
"Kepler-432 c","Kepler-432",2,,2.43000000,,848.02300000
"HATS-6 b","HATS-6",1,11.18658200,0.31900000,"M1 V",169.31800000
"HD 7924 c","HD 7924",1,,0.02473020,"K0.5 V",16.99220000
"HD 7924 d","HD 7924",1,,0.02026240,"K0.5 V",16.99220000
"VHS J125601.92-125723.9 b","VHS J125601.92-125723.9",2,13.67495645,16.00000000,,
"Kepler-756 b","Kepler-756",1,1.12000000,,,
"2MASS J02192210-3925225 b","2MASS J02192210-3925225",1,16.14096000,13.90000000,"M6",
"HATS-9 b","HATS-9",1,13.85000000,,,638.70000000
"HATS-10 b","HATS-10",1,10.86152100,0.52600000,,534.88900000
"alf Tau b","alf Tau",2,,6.47000000,"K5 III",20.43320000
"2MASS J19383260+4603591 b","2MASS J19383260+4603591",2,,1.86000000,,396.33200000
"MOA-2010-BLG-328L b","MOA-2010-BLG-328L",1,,0.02900000,,810.00000000
"MOA-2011-BLG-262L b","MOA-2011-BLG-262L",1,,0.05300000,,7200.00000000
"HIP 65891 b","HIP 65891",1,,6.10000000,"K0 III",150.29200000
"HIP 107773 b","HIP 107773",1,,1.98000000,"K1 III",105.18000000
"KELT-7 b","KELT-7",1,17.93440000,1.39000000,,136.68100000
"HAT-P-55 b","HAT-P-55",1,14.84069045,0.59600000,,511.38800000
"HATS-8 b","HATS-8",1,9.78545700,0.13800000,,794.63700000
"WASP-74 b","WASP-74",1,15.24424000,0.72000000,,149.21600000
"WASP-83 b","WASP-83",1,11.65736000,0.30000000,"G8",271.10300000
"WASP-89 b","WASP-89",1,11.65736000,5.90000000,"K3",290.94600000
"K2-4 b","K2-4",1,2.10000000,,,231.82800000
"K2-5 b","K2-5",1,1.91000000,,"K7.5 V",202.94300000
"K2-5 c","K2-5",1,2.26000000,,"K7.5 V",202.94300000
"K2-6 b","K2-6",1,2.50000000,,,316.81900000
"K2-7 b","K2-7",1,4.03523305,,,738.55300000
"K2-8 b","K2-8",1,3.58000000,,"K3 V",403.51300000
"K2-9 b","K2-9",1,2.25000000,,"M2.5 V",82.96310000
"K2-19 b","K2-19",1,7.00000000,0.09690764,,289.82700000
"K2-19 c","K2-19",1,4.10000000,0.03460987,,289.82700000
"K2-10 b","K2-10",1,3.77300000,0.07928807,,272.36000000
"K2-11 b","K2-11",1,7.55000000,,,329.30900000
"K2-12 b","K2-12",1,2.44000000,0.01636103,,326.38100000
"K2-13 b","K2-13",1,1.89000000,,,342.39400000
"K2-14 b","K2-14",1,4.81000000,,,364.04800000
"K2-15 b","K2-15",1,2.48000000,,,493.99200000
"K2-16 b","K2-16",1,2.02000000,,"K3 V",334.96700000
"K2-16 c","K2-16",1,2.54000000,,"K3 V",334.96700000
"K2-17 b","K2-17",1,2.23000000,,,125.10600000
"K2-18 b","K2-18",1,2.37000000,0.02806532,,38.02660000
"HAT-P-56 b","HAT-P-56",1,16.92559000,2.31000000,,320.63900000
"HD 219134 b","HD 219134",1,1.60200000,0.01491363,,6.53127000
"HD 219134 c","HD 219134",1,1.51100000,0.01371803,,6.53127000
"HD 219134 d","HD 219134",1,1.61000000,0.05087625,,6.53127000
"HATS-13 b","HATS-13",1,13.58530800,0.54300000,,421.85500000
"HATS-14 b","HATS-14",1,11.64615100,1.07100000,,513.01100000
"OGLE-2012-BLG-0563L b","OGLE-2012-BLG-0563L",1,,0.39000000,,1300.00000000
"51 Eri b","51 Eri",3,,10.90000000,,29.75750000
"KELT-8 b","KELT-8",1,18.15858000,0.66000000,,197.57200000
"KELT-6 c","KELT-6",1,,3.71000000,,240.72600000
"HD 164595 b","HD 164595",2,,0.05078186,"G2 V",28.25400000
"K2-21 b","K2-21",1,1.84000000,,,83.64480000
"K2-21 c","K2-21",1,2.49000000,,,83.64480000
"K2-22 b","K2-22",2,2.30000000,,,243.83600000
"WASP-47 c","WASP-47",1,,1.40641928,,264.78000000
"WASP-47 d","WASP-47",1,3.65000000,0.04876845,,264.78000000
"WASP-47 e","WASP-47",1,1.83000000,0.02831717,,264.78000000
"WASP-41 c","WASP-41",1,,3.18000000,,163.37100000
"HD 11755 b","HD 11755",1,,5.63000000,,235.04500000
"HD 12648 b","HD 12648",1,,1.96000000,,182.19200000
"HD 24064 b","HD 24064",1,,12.89000000,,300.24700000
"8 UMi b","8 UMi",1,,1.65000000,,162.55200000
"Kepler-453 b","Kepler-453",2,6.20400000,0.05034138,,442.84600000
"HAT-P-57 b","HAT-P-57",3,19.50366000,1.41000000,,279.86000000
"GJ 1132 b","GJ 1132",1,1.19151465,0.00578000,,12.61300000
"Kepler-757 b","Kepler-757",1,1.36000000,,,1068.68000000
"HAT-P-50 b","HAT-P-50",1,14.43719200,1.35000000,,515.45800000
"HAT-P-51 b","HAT-P-51",1,13.50682174,0.30700000,,440.08900000
"HAT-P-52 b","HAT-P-52",1,11.30988100,0.81800000,,361.15500000
"HAT-P-53 b","HAT-P-53",1,14.77346200,1.48400000,,666.80200000
"HD 175607 b","HD 175607",1,,0.02825410,"G6 V",40.33030000
"HD 219134 f","HD 219134",1,1.31000000,0.02296825,,6.53127000
"HD 219134 g","HD 219134",1,,0.03400000,"K3 V",6.53127000
"HD 219134 h","HD 219134",1,,0.34000000,"K3 V",6.53127000
"WASP-135 b","WASP-135",1,14.57170000,1.90000000,"G5 V",298.21400000
"LkCa 15 c","LkCa 15",1,,,,158.15200000
"Kepler-758 b","Kepler-758",1,2.48000000,,,1502.32000000
"Kepler-454 c","Kepler-454",2,,4.51000000,,230.86900000
"HD 95872 b","HD 95872",1,,3.74000000,,72.21950000
"psi1 Dra B b","psi1 Dra B",3,,1.53000000,"G0 V",22.71880000
"Wolf 1061 b","Wolf 1061",1,,0.00600950,"M3.5",4.30592000
"Wolf 1061 c","Wolf 1061",1,,0.01072901,"M3.5",4.30592000
"Wolf 1061 d","Wolf 1061",1,,0.02422679,"M3.5",4.30592000
"KIC 3558849 b","KIC 3558849",1,6.90000000,,,1215.70000000
"KIC 8540376 b","KOI-7892",1,4.10000000,,,1072.30000000
"KIC 8540376 c","KOI-7892",1,2.40000000,,,1072.30000000
"Kepler-759 b","Kepler-759",1,2.27000000,,,1073.48000000
"KIC 10525077 b","KIC 10525077",1,5.50000000,,,1461.15000000
"K2-25 b","K2-25",1,3.44000000,0.07708562,"M4.5 V",44.95650000
"HD 32963 b","HD 32963",1,,0.70000000,,38.07860000
"HD 33844 b","HD 33844",1,,2.01000000,,105.77900000
"HD 33844 c","HD 33844",1,,1.75000000,"K0 III",105.77900000
"K2-26 b","K2-26",1,2.67000000,,"M1.0 V",99.05040000
"WASP-76 b","WASP-76",2,20.78145022,0.89400000,"F7",194.45900000
"WASP-90 b","WASP-90",1,18.27067000,0.63000000,"F6",466.43300000
"HD 5583 b","HD 5583",1,,5.78000000,,219.21600000
"BD+15 2375 b","BD+15 2375",1,,1.06100000,,768.04500000
"Pr0211 c","Pr0211",2,,7.79000000,,182.71400000
"HD 143105 b","HD 143105",1,,1.21000000,"F5",46.77890000
"HIP 109600 b","HIP 109600",2,,2.68000000,"G5",66.33610000
"HD 35759 b","HD 35759",1,,3.76000000,"G0",71.24230000
"HIP 109384 b","HIP 109384",1,,1.56000000,"G5",58.95820000
"HD 220842 b","HD 220842",2,,3.18000000,"F8",64.64980000
"HD 12484 b","HD 12484",1,,2.98000000,"F8",48.33670000
"HIP 65407 b","HIP 65407",1,,0.42800000,"K0",61.78040000
"HIP 65407 c","HIP 65407",1,,0.78400000,"K0",61.78040000
"HD 141399 b","HD 141399",1,,0.45100000,"K0",37.01690000
"HD 141399 c","HD 141399",1,,1.33000000,"K0",37.01690000
"HD 141399 d","HD 141399",1,,1.18000000,"K0",37.01690000
"HD 141399 e","HD 141399",1,,0.66000000,"K0",37.01690000
"KELT-4 A b","KELT-4 A",3,19.04409100,0.90200000,"F",218.05000000
"HIP 8541 b","HIP 8541",2,,7.71400000,,155.12100000
"HIP 74890 b","HIP 74890",1,,2.40000000,"K1 III",78.65620000
"KELT-14 b","KELT-14",1,19.53728700,1.28400000,"G4",250.12100000
"KELT-15 b","KELT-15",2,19.50366000,1.31000000,,324.68300000
"OGLE-2015-BLG-0966L b","OGLE-2015-BLG-0966L",1,,0.06600000,,3300.00000000
"K2-29 b","K2-29",2,13.33871000,0.73000000,"G7 V",178.47500000
"HATS-17 b","HATS-17",1,8.70939300,1.33800000,"G V",400.33100000
"MOA-2011-BLG-028L b","MOA-2011-BLG-028L",1,,0.09000000,,7380.00000000
"TYC 3667-1280-1 b","TYC 3667-1280-1",1,,5.40000000,,477.51600000
"K2-30 b","K2-30",1,11.64615100,0.57900000,"G6 V",333.04200000
"KELT-10 b","KELT-10",1,15.68139100,0.67900000,"G0 V",188.40400000
"OGLE-2012-BLG-0724L b","OGLE-2012-BLG-0724L",1,,0.47000000,"M V",6700.00000000
"TRAPPIST-1 b","TRAPPIST-1",1,1.11600000,0.00432309,,
"TRAPPIST-1 c","TRAPPIST-1",1,1.09700000,0.00411543,,
"TRAPPIST-1 d","TRAPPIST-1",1,0.78800000,0.00122078,,
"K2-34 b","K2-34",1,13.75000000,,,348.64600000
"WASP-119 b","WASP-119",1,15.69260000,1.23000000,"G5",302.44800000
"WASP-124 b","WASP-124",1,13.89916000,0.60000000,"F9",448.63700000
"WASP-126 b","WASP-126",1,,0.28411415,,216.52600000
"WASP-129 b","WASP-129",2,10.42437000,1.00000000,"G1",301.46200000
"WASP-133 b","WASP-133",1,13.56289000,1.16000000,"G4",559.08400000
"Kepler-539 c","Kepler-539",1,,2.40000000,"G2 V",307.31800000
"HD 191806 b","HD 191806",1,,9.33400000,,65.66680000
"HD 214823 b","HD 214823",2,,18.61000000,,101.36800000
"HD 221585 b","HD 221585",1,,1.61000000,"G8 IV",55.85350000
"Kepler-1647 b","Kepler-1647",2,11.87390000,1.51968033,,1212.45000000
"MOA-2013-BLG-605L b","MOA-2013-BLG-605L",1,,0.01020000,,850.00000000
"HD 219828 c","HD 219828",1,,16.05400000,,73.11400000
"WASP-120 b","WASP-120",1,15.58048317,,"F5",381.17400000
"WASP-123 b","WASP-123",2,15.13212395,,"G5",197.99600000
"HATS-25 b","HATS-25",1,14.12334000,0.61300000,"G",471.15800000
"HATS-26 b","HATS-26",1,19.61575000,0.65000000,"F",861.84300000
"HATS-27 b","HATS-27",1,16.81350000,0.53000000,"F",816.98800000
"HATS-28 b","HATS-28",1,13.38354600,0.67200000,"G",535.38300000
"HATS-29 b","HATS-29",1,14.02245900,0.65300000,"G",353.89100000
"HATS-30 b","HATS-30",2,13.17057500,0.70600000,"G",342.14000000
"Kepler-502 b","Kepler-502",1,4.77000000,,,1591.04000000
"WASP-121 b","WASP-121",1,19.52604438,1.17000000,,269.89800000
"MOA-2010-BLG-353L b","MOA-2010-BLG-353L",1,,0.27000000,,6430.00000000
"V830 Tau b","V830 Tau",1,,0.70000000,,130.11100000
"HATS-15 b","HATS-15",1,12.38594500,2.17000000,"G9 V",1139.55000000
"HATS-16 b","HATS-16",1,14.57170000,3.27000000,"G3 V",757.04400000
"WASP-157 b","WASP-157",1,11.19000000,,,334.03700000
"K2-38 b","K2-38",1,1.54000000,0.02296837,"G2 V",192.69000000
"K2-38 c","K2-38",1,2.29000000,0.02611472,"G2 V",192.69000000
"HIP 41378 b","HIP 41378",1,2.64000000,0.02170983,,106.28900000
"HIP 41378 c","HIP 41378",1,2.74000000,0.01878372,,106.28900000
"HIP 41378 d","HIP 41378",1,3.65000000,0.02054568,,106.28900000
"HIP 41378 e","HIP 41378",1,5.19000000,0.02397520,,106.28900000
"HIP 41378 f","HIP 41378",1,9.47000000,0.07865880,,106.28900000
"NGC 2682 YBP 401 b","NGC 2682 YBP 401",1,,0.46000000,"F9 V",830.82200000
"WASP-113 b","WASP-113",1,15.79348100,0.47500000,"G1",435.15600000
"WASP-114 b","WASP-114",2,15.00885100,1.76900000,"G0",523.33700000
"OGLE-2015-BLG-0954L b","OGLE-2015-BLG-0954L",1,,3.40000000,,1200.00000000
"GJ 3998 b","GJ 3998",1,,0.00786588,,18.14590000
"GJ 3998 c","GJ 3998",1,,0.02145812,,18.14590000
"BD+20 594 b","BD+20 594",1,2.57807000,0.07000000,,179.46100000
"Kepler-760 b","Kepler-760",1,3.06000000,,,792.33600000
"KIC 7917485 b","KIC 7917485",1,,11.80000000,"A",1382.89000000
"HD 87646 b","HD 87646",3,,12.40000000,"G",73.58352000
"Proxima Cen b","Proxima Cen",3,,0.00331940,"M5.5 V",1.30119000
"K2-95 b","K2-95",1,3.31000000,,,179.85400000
"HD 3167 b","HD 3167",1,1.60100000,0.01524093,,47.28990000
"HD 3167 c","HD 3167",1,2.98300000,0.03589987,,47.28990000
